Image name,MOS,Brightness,Colorfulness,Contrast,Noisiness,Sharpness
01706.jpg,54.89,51.22,63.38,57.33,48.75,51
01707.jpg,66,64.5,69.63,75.25,67.71,72.13
01708.jpg,73.67,70.78,74.44,80.63,74,74.78
01709.jpg,30.89,35,43.89,41.44,45.75,20.78
01710.jpg,14.75,16.63,25.88,18.63,20.86,13.14
01711.jpg,60.7,53.2,70.44,64.22,71.67,60.5
01712.jpg,60.75,58,55.25,58.5,78.86,57.88
01713.jpg,70.25,71.13,65.63,67.88,79.86,71.25
01714.jpg,65.7,73.67,68.5,74.2,73.56,64.9
01715.jpg,45,51.22,60.38,45.44,54.25,35.78
01716.jpg,61.5,70.38,68.88,68.75,68.43,58.88
01717.jpg,69.86,69,66.5,65.75,56,69.14
01718.jpg,43.56,71.22,72.22,64.22,56.88,23.22
01719.jpg,55.7,62.8,65.4,64,50.89,52.11
01720.jpg,63.56,58.11,70.22,64.33,64,65.78
01721.jpg,73,74,72.75,70.13,73,67.5
01722.jpg,33.7,41.9,48.4,40.5,25.88,40.7
01723.jpg,78.57,74.25,78.75,77.38,79.43,78
01724.jpg,70.88,69.5,82,80.43,79.29,76.5
01725.jpg,39.88,49.13,43.25,51.88,24.67,22.71
01726.jpg,20.14,48.75,41.5,53.63,32.71,17.88
01727.jpg,36.44,47.56,37.89,51.56,23.38,17.44
01728.jpg,46.22,62.33,67.22,67.11,45.13,27.56
01729.jpg,54.88,64.38,64.75,68.25,62.14,51.88
01730.jpg,35.67,40.78,46.78,43.89,19.63,25.44
01731.jpg,52.5,58.13,60.63,61.14,62.43,52.38
01732.jpg,60.89,57.11,68.5,63.56,66.5,57.44
01733.jpg,33.75,51,55.13,55.88,40,21.5
01734.jpg,33.56,41.78,38.78,46.78,28.75,36
01735.jpg,72.25,68.38,77.5,69.75,78.86,67.5
01736.jpg,45.5,58.25,62.88,63.75,46.86,21.86
01737.jpg,36,48.25,53.25,49.38,52.43,35.25
01738.jpg,47.13,34.14,48.25,46.63,47.71,27.43
01739.jpg,79.89,79.89,83.11,83.13,87,77.44
01740.jpg,55.38,66.13,65.75,71,65.43,42.5
01741.jpg,51.13,55.5,63.75,51.63,56,41.5
01742.jpg,32,67.88,65.25,60.89,48.25,21.5
01743.jpg,67.11,67.67,69,72.22,69.5,63
01744.jpg,73.86,70.86,79.57,85,78.33,76
01745.jpg,38.75,27.75,39.86,37.13,60.43,37.88
01746.jpg,66.63,65,70.38,61.75,69.71,63.25
01747.jpg,66.63,65,68.75,62,74.86,65.38
01748.jpg,30.78,28,43,36.44,43.75,35.11
01749.jpg,7.5,28.75,7.75,15,10.14,4.25
01750.jpg,42,46.75,56.57,51.63,39.57,36.38
01751.jpg,20.23,45.92,47.42,37.92,28.23,13.77
01752.jpg,60.14,71.92,67.77,67.64,52.57,59.77
01753.jpg,66.29,71.62,69,67.64,69.23,63.36
01754.jpg,61.57,55.07,61.43,66,61.67,62.4
01755.jpg,55.6,44.31,53.2,55.06,65.13,59.88
01756.jpg,59.92,44.67,55.36,57.08,64.54,63.85
01757.jpg,71,64.25,69,65.5,67.69,67.92
01758.jpg,57.33,57.42,57.45,63.5,46.46,55.08
01759.jpg,68.38,64.46,65.92,76,64.54,71.33
01760.jpg,64.62,62.08,71.83,73.46,61.92,64.46
01761.jpg,52.93,55.4,60.93,49.88,51,61.63
01762.jpg,21.54,50.64,51,44,32.29,15
01763.jpg,23.64,55.43,55.77,47.43,33.07,16.43
01764.jpg,67,74.8,71.79,72.44,65.27,73.93
01765.jpg,53.67,70.07,67.64,68.8,59.73,43
01766.jpg,77.67,78.23,80.5,77.67,80.08,75.85
01767.jpg,78.33,82.5,81.67,82.5,80.85,81.15
01768.jpg,39.14,28.92,36.92,40.93,56.14,52.5
01769.jpg,74.23,72.64,77.25,76.23,72.85,73.31
01770.jpg,23.85,53.62,49,39,39,12.15
01771.jpg,26.07,50.21,51.62,39.21,36.71,17.29
01772.jpg,41.83,66.77,65,51.46,53.54,35.92
01773.jpg,68.38,72.08,49.75,56.38,81.58,83.08
01774.jpg,62.21,57.64,66,72,69.86,73.69
01775.jpg,49.92,41,52.92,49.46,59.75,54.38
01776.jpg,69.23,76.77,79.42,75.83,66.62,65.46
01777.jpg,34.62,55.92,60.08,49,34.85,20.83
01778.jpg,71.33,71.31,75.86,73.5,74.13,74.81
01779.jpg,70.58,72.15,72.58,71.77,75.42,69.54
01780.jpg,68.57,63.43,67.5,68,66.57,73.07
01781.jpg,66.29,51.8,70.79,69.5,73.07,70.21
01782.jpg,64.23,71.58,77.73,75.67,67.33,62.58
01783.jpg,30.07,32.36,44.21,41.13,25.33,35.43
01784.jpg,25,44.36,49,39.46,32.62,17.92
01785.jpg,38.38,60.86,61.62,57.57,45,34.57
01786.jpg,80.5,79.67,77.67,81.15,79.15,78.08
01787.jpg,65.79,59.36,68.23,67.73,62.4,64.07
01788.jpg,18.77,44.14,45.08,40.93,35.14,12.62
01789.jpg,38.14,37,50.15,41.79,38.5,41.5
01790.jpg,61.92,62.92,66.92,64.46,58.15,62.62
01791.jpg,74.54,72.36,74.42,73.69,69.93,71.64
01792.jpg,48.15,55.92,60.08,53.33,35.38,43.69
01793.jpg,58.85,59.54,60.67,58,55.69,61.92
01794.jpg,80.38,81.08,77.67,79,81.83,84.17
01795.jpg,64.73,70,67.29,66.29,65.67,67.93
01796.jpg,32.38,49.79,56.31,41.62,46,22.07
01797.jpg,60,63.86,65.08,63.43,61.71,63.62
01798.jpg,44.71,38.64,55.31,46.46,45.86,48.71
01799.jpg,66.62,70.71,71.58,70.85,68.71,65.86
01800.jpg,36,30.08,48.92,35.15,39.85,39.46
01801.jpg,72.33,75,76.92,78.08,80.58,76.77
01802.jpg,55.33,60.46,65.42,62.15,54,48.08
01803.jpg,46.54,43,60.08,48.15,39.85,49.92
01804.jpg,71.62,65.62,74.08,73.31,72,76.62
01805.jpg,67.85,69,71.83,74.75,76.46,76.54
01806.jpg,19.62,53.92,50.67,45.31,44.77,13
01807.jpg,15,21.15,24.91,22,36.77,27.54
01808.jpg,64.54,68.54,74.08,70.62,69.62,68.54
01809.jpg,30.25,55.92,51.17,50.17,38.77,28.23
01810.jpg,27.92,36,44.08,42.64,34,21.57
01811.jpg,39.93,50.6,53.86,52.87,33,29.5
01812.jpg,46.67,42.79,47.86,53.73,52.27,52
01813.jpg,66.43,61.57,64.21,66.29,59.93,69.53
01814.jpg,44.08,58.42,54.17,56.25,23.67,39.25
01815.jpg,64.67,65.75,67.25,66.69,61.31,63.54
01816.jpg,68.06,68.81,72.27,71.33,69.73,70
01817.jpg,62.33,66.57,66.69,61.8,55.73,63.43
01818.jpg,65.21,67.79,73.46,67.23,67.77,65
01819.jpg,68.46,70.58,78.17,69.69,77.17,70.25
01820.jpg,26.17,50.08,48.75,41.92,32.08,24
01821.jpg,27.6,49.9,62.33,49.2,18.33,19.6
01822.jpg,41.2,62.73,69.36,60.18,39.73,20.6
01823.jpg,83,84.33,86.7,85.22,79.9,82.4
01824.jpg,62.92,56.77,68.85,63.23,78.33,68
01825.jpg,18.09,47,57.9,45.45,16.18,13
01826.jpg,44.56,58.78,62.56,52.11,48.11,38.67
01827.jpg,25.5,55.6,63.9,48.2,38.2,11.4
01828.jpg,17.6,29.2,54.2,38,23.3,10.2
01829.jpg,66.5,66.2,68.2,65.7,56.3,63.7
01830.jpg,49,45.25,44.27,51.33,59.42,58
01831.jpg,38.11,52.44,52.56,57.11,44.33,28.33
01832.jpg,78.09,80.36,80.44,78.73,75.36,78.3
01833.jpg,74.1,77.1,83.7,80.2,69.1,77.89
01834.jpg,43.67,49.89,62.44,51.22,26.33,42
01835.jpg,38.23,52.23,59.67,54.08,24.33,37.38
01836.jpg,40.67,46.33,43.44,52,33.67,26.25
01837.jpg,52.36,55.82,55.36,57.18,56.64,54.27
01838.jpg,50.22,46.78,64.22,63.25,55.78,41.56
01839.jpg,32.18,59.33,68.92,57.5,37,26.83
01840.jpg,33.8,67.4,70.4,58.9,44.2,22.5
01841.jpg,78.7,75.7,83.56,83.33,82.11,79.7
01842.jpg,70.5,65.1,72,71.1,74.6,70.5
01843.jpg,81.55,78.55,85.91,81.09,81.64,81.82
01844.jpg,20.2,54.6,62.8,49.8,34.1,11.67
01845.jpg,73,68.22,75.11,70.11,73.89,73.56
01846.jpg,41.91,56.82,64.45,57.45,42.55,34
01847.jpg,71.22,61.11,67.89,69.89,72.89,81.25
01848.jpg,23.6,53.27,63.3,45.64,42,18.45
01849.jpg,30.75,67.15,68.69,58.77,42.83,24.83
01850.jpg,51.78,44,61,47.67,56.67,48.78
01851.jpg,72.56,69.33,71.56,73,68.67,79.63
01852.jpg,71,64.67,78.78,71.33,76.25,78
01853.jpg,74.17,74.67,81,78.45,70.42,74.67
01854.jpg,84.45,86.3,87.64,83.45,83.55,83.27
01855.jpg,34.8,59.2,60.8,57.33,39.4,18.2
01856.jpg,70.1,70,70.9,68.1,73.56,74.78
01857.jpg,16.1,39.9,52,35.6,32.8,8.1
01858.jpg,67.18,71.73,65.64,70.7,70.5,73.55
01859.jpg,33.78,55.44,61.67,57.44,45.44,23.44
01860.jpg,16.5,46.36,52.91,43.55,27,10.55
01861.jpg,14.63,35.11,47.44,41.67,30.67,9.56
01862.jpg,71,72.13,75.44,65.89,76.13,75.11
01863.jpg,25.5,47.22,55.1,40.1,35.6,16.1
01864.jpg,87.13,86.88,88.89,78.89,87.38,85.89
01865.jpg,51.78,57.22,67.56,55.11,63.11,52.67
01866.jpg,52.25,62.42,74.91,61.58,59.42,45.58
01867.jpg,63.8,62.6,70.5,56.3,56.9,65.5
01868.jpg,52.67,55.55,68.18,55.18,48.91,40
01869.jpg,67.6,62.4,77.33,70.2,68.8,59.2
01870.jpg,40.82,20.4,46.27,38.55,54.73,46.18
01871.jpg,43.7,34.1,55.4,44.4,47.1,48
01872.jpg,26.6,46.4,58.1,46.2,44.7,11.9
01873.jpg,47.3,45.5,61.2,48.9,40.8,45.3
01874.jpg,27.9,53.6,65.2,51.33,28.78,14.7
01875.jpg,18.18,35.9,52.8,37.36,40.82,9.64
01876.jpg,23,37.42,46.42,35.92,32.36,16
01877.jpg,51.45,40.45,62.7,51,49.7,55
01878.jpg,23.89,15.3,41,41,48.2,28
01879.jpg,55.9,61.1,70.33,62.44,58,44.6
01880.jpg,81.8,79.6,84.4,83.8,85.78,80.6
01881.jpg,72.67,66.6,75.3,72,77.11,65
01882.jpg,79.08,72.91,84.33,74.58,75.58,74.58
01883.jpg,59.6,45.3,64,55.2,69.2,70.44
01884.jpg,55.13,58.63,66,60.38,56.13,58.25
01885.jpg,63.5,64.88,69.5,67.63,59.25,68
01886.jpg,20.36,24.91,34,27,46.9,10.45
01887.jpg,80.55,80.82,82.45,78.09,81.64,81.18
01888.jpg,56.33,63.67,60.22,53.13,47.89,53
01889.jpg,21.75,50.63,54.25,46.38,33.75,11.5
01890.jpg,63.38,62.38,66.43,60.43,63.88,65
01891.jpg,72.1,62.3,75.8,68.4,71.7,69.8
01892.jpg,36.44,55.33,71.67,62.63,52.44,26.67
01893.jpg,44.22,42,56.5,54.3,62.8,45.44
01894.jpg,68.44,72.67,74.56,74,67.78,69
01895.jpg,61.44,63,66.78,60.22,60.22,56.44
01896.jpg,29.91,53.2,56.82,53.2,49.55,22.73
01897.jpg,13.89,40.78,37.75,44.11,20.63,8
01898.jpg,49,42.78,65.25,55.67,46.56,57.13
01899.jpg,25.89,57.63,56.56,47.56,34.11,20.89
01900.jpg,54.78,64.33,67,59.67,53.67,54.67
01901.jpg,44.78,65.33,67.33,57.33,53.78,36.44
01902.jpg,64.56,63.44,71.89,61.11,66.56,60.25
01903.jpg,17,39.89,34.67,38.89,22,6.75
01904.jpg,28.33,50,58.78,45.11,45.11,26.67
01905.jpg,60,60.11,76.5,68.88,61.88,58.63
01906.jpg,77.33,79.78,79.11,80.11,74.22,74.22
01907.jpg,78.56,76.11,78.44,78.44,78.75,78
01908.jpg,25.22,45.56,46.56,41.44,39.67,18.22
01909.jpg,59.11,60.56,70.33,67.63,63.11,65.63
01910.jpg,29.67,53.56,57.11,51.89,35.56,23.56
01911.jpg,28.33,40.89,50.67,43.89,34.89,22.44
01912.jpg,8.13,18.11,30.22,21.11,16.89,5.25
01913.jpg,30.25,48.33,55.89,48.11,31.11,19.33
01914.jpg,72.56,69.67,73.78,73,78.38,75.38
01915.jpg,23.89,50.89,48.11,47.89,37.11,16.11
01916.jpg,31.22,43.33,49.67,45.56,30.22,34.11
01917.jpg,80.67,80.67,80.22,81.56,83.33,81.78
01918.jpg,29.63,57.78,52.44,54.78,29.88,22.11
01919.jpg,20.3,46.5,44.7,42.2,30.3,18.7
01920.jpg,80.56,75.6,80.9,82.22,85.3,76.9
01921.jpg,26.6,49.4,63,48.9,41.7,28.6
01922.jpg,77.9,77.44,83.33,80.56,85.3,80
01923.jpg,26.9,48.9,55.6,47.3,35.7,22.6
01924.jpg,27,51.33,60.56,47.89,31.11,25
01925.jpg,83.67,84.38,87.22,90,88.13,83
01926.jpg,42,61.44,65.78,55.6,46.6,43.4
01927.jpg,64.6,59.8,71.8,62.7,67,61.5
01928.jpg,26.33,22.38,43.67,30.63,34,28.78
01929.jpg,17.78,48.2,51.1,47.7,36.8,16.67
01930.jpg,83.22,78,82.11,80.78,83.22,87
01931.jpg,77,78.3,82.7,78.1,71.3,66.9
01932.jpg,45.45,52.45,58.73,54.82,39.45,44.55
01933.jpg,73.9,77.5,78.4,76.5,77.6,72.9
01934.jpg,67.33,67.44,68.22,73.88,70.75,58.44
01935.jpg,26.11,60.22,63.8,58.8,40.2,22.2
01936.jpg,82.44,83.38,87.22,83.44,84.63,87.5
01937.jpg,19,40.78,46.78,37.56,23.33,17.56
01938.jpg,72.1,71.7,68.91,71.09,71.27,70.82
01939.jpg,61.11,59.44,69.67,60.44,62,55.33
01940.jpg,75.89,69.56,76.67,76.89,77.89,73.89
01941.jpg,71.11,76,80.11,77.33,76.89,75.11
01942.jpg,87.11,81.56,89.89,88.56,88.11,86.56
01943.jpg,54.22,44.78,75.22,60.33,62.89,60.33
01944.jpg,69,64.3,82.44,73.7,71,70
01945.jpg,17.67,27.44,24.38,33.89,21.56,8.38
01946.jpg,45.67,46,65,60,52.22,45
01947.jpg,77,70.78,82.56,80.22,76,73.11
01948.jpg,23.78,40.44,40.11,42.33,22,15
01949.jpg,55.56,46.33,65,60.44,56.89,50.89
01950.jpg,32.22,48.89,58.56,50.78,33,34.22
01951.jpg,32.4,47.36,57.18,52.09,34.27,24.45
01952.jpg,28.89,34.44,41.44,38.56,25.11,23.67
01953.jpg,64.67,60.89,67.56,70.25,68.11,60.67
01954.jpg,72.3,64.7,79.11,70.3,79.8,74
01955.jpg,42.5,52.22,55,52,41.11,33.44
01956.jpg,73.3,69.7,72.6,74.2,73.6,68.3
01957.jpg,66.67,60.22,69,67.67,62.67,66.89
01958.jpg,12.11,21.33,14.75,22.33,10.38,4.44
01959.jpg,15.11,30.9,42.3,33.5,25.4,12.67
01960.jpg,72.33,71.11,74.56,70.44,74,68.89
01961.jpg,60.1,48.44,66.67,65.5,66.44,59.22
01962.jpg,30.6,22.11,59.33,34.44,38.2,46.44
01963.jpg,73.3,67.22,74.13,70.56,62.3,70.44
01964.jpg,72.89,63,77.67,68.56,65.9,71.11
01965.jpg,58.82,55.1,75,65.1,58.55,70
01966.jpg,27.45,51.3,59.6,55,45.64,25.9
01967.jpg,63.2,62.22,71.11,71.22,54.3,61.11
01968.jpg,50.2,33,57.89,55.67,69,63.11
01969.jpg,49.22,45.33,60.11,57,47.6,60.78
01970.jpg,65.6,61,71.56,66.44,62.8,72.44
01971.jpg,71.2,60.33,77.22,71.78,63.5,70.89
01972.jpg,63.4,55.7,69.5,67.8,57.09,69.4
01973.jpg,28.56,60.44,59.89,45.89,47.8,17.89
01974.jpg,49.4,61,67.44,62,49.4,35.78
01975.jpg,51.5,39.56,50.33,50,57.58,55.7
01976.jpg,42,54.11,63.67,48.33,53.7,26.56
01977.jpg,31.91,26.5,52.7,41.4,36.09,21.2
01978.jpg,29.9,49.78,59.89,49.44,37.8,19.56
01979.jpg,52.45,40.4,52.5,48.5,62.36,63
01980.jpg,67.8,64,72.44,71.78,67.2,67
01981.jpg,67,67.5,74.7,71.1,63.64,65.6
01982.jpg,62,56.78,74.22,68.22,61.4,59.22
01983.jpg,40.3,47.11,65.44,60.89,50.1,27
01984.jpg,74,70.67,74.44,65.5,74,69.4
01985.jpg,43.11,31.25,57.33,45.33,54.1,37.67
01986.jpg,41.89,57.88,63,56.56,41.3,41
01987.jpg,72,62.89,74.78,72.78,75.56,69.13
01988.jpg,71,67.44,77.56,69.78,68.8,69.22
01989.jpg,45.7,41.11,53.56,55.89,40,46.44
01990.jpg,27.91,56,63.4,46.2,41,17.2
01991.jpg,57.8,63.11,69.78,53,60.9,58.56
01992.jpg,30.91,44.3,55.5,38.1,24.55,26.1
01993.jpg,26.91,47,53.8,46.4,33.55,20.9
01994.jpg,70.3,67.67,70.56,68.11,58.9,66.22
01995.jpg,61.27,61,64.3,65.5,50.45,57.5
01996.jpg,48.36,41.3,41.5,47,58.27,45
01997.jpg,53.89,51.11,56,53,60.8,53.44
01998.jpg,51.2,47.44,60.44,59.67,53.8,55
01999.jpg,77.7,73.56,83.25,75.88,77.5,71.89
02000.jpg,34.36,54,54.9,45.4,30.7,31.8
02001.jpg,29.09,48.9,54.2,44.9,44.18,24.6
02002.jpg,32.1,59,56.67,50.22,46.6,20.38
02003.jpg,18,20.56,44,31.22,42.1,17.63
02004.jpg,68.92,66.64,80.18,73.09,68.67,72.73
02005.jpg,71.38,72.25,72.92,74.58,72.83,74.08
02006.jpg,31.27,46.9,47.3,47.2,43.45,25
02007.jpg,40,58.44,57.89,56.33,50.1,25.56
02008.jpg,36.36,57.8,61.2,46,45.73,18.8
02009.jpg,68.4,77.22,74.22,74.11,70.11,74.33
02010.jpg,61.7,47.22,59.33,56.11,75.78,63.22
02011.jpg,61,59.3,59.3,60.7,54.64,62.4
02012.jpg,38.8,58.78,67.67,60.33,47.9,24.22
02013.jpg,76,73.22,80.89,77.44,66.1,72.33
02014.jpg,54.36,58.7,77.7,70.5,55.18,35
02015.jpg,18.9,32.9,42.11,38.5,28.45,10.33
02016.jpg,53.82,37.4,56.8,54.9,54.45,63.8
02017.jpg,59.7,59.33,62.56,64.78,55.2,67.78
02018.jpg,20.6,40.78,56.78,44.22,40.5,15.44
02019.jpg,28.78,54.22,61.67,35.25,44.9,10.88
02020.jpg,68.22,60.56,78.78,74.22,63.2,72.78
02021.jpg,78.22,75.56,83.56,74.56,71.6,78.44
02022.jpg,32.9,51.78,64.56,58,51.3,18.67
02023.jpg,52.5,65.89,71.3,61.1,60.33,45.44
02024.jpg,56.7,57.67,70.13,65.56,51.3,53
02025.jpg,75.33,71.44,75.33,66.33,74.22,74.22
02026.jpg,63.42,59.17,70.73,64.67,66.5,63.17
02027.jpg,26.7,55.67,60.67,49.11,41.7,17.75
02028.jpg,24.89,37.44,51.33,44.67,40.8,18.63
02029.jpg,59.67,61.33,73.89,64.25,59.33,55.22
02030.jpg,64.2,61.3,77.9,68.3,54.3,56
02031.jpg,41,46.14,46.43,43.86,45,38.43
02032.jpg,37.29,51,55,49.57,37.86,29.43
02033.jpg,30.13,42.5,45.63,37.25,28,19.63
02034.jpg,66.13,60.25,76.57,66,58.63,72.38
02035.jpg,36.71,25.71,57.75,36.63,41.88,45.75
02036.jpg,57.57,63.57,62.86,60.43,50,58.43
02037.jpg,55.57,52.14,60.29,52.29,59.14,66.29
02038.jpg,34,49.13,50.13,41.88,36.25,22.75
02039.jpg,55,53.38,65,57.13,48.5,57.25
02040.jpg,23.13,40.5,51.25,40.5,31.25,17.5
02041.jpg,56.63,59,60.75,57.88,55.5,58.63
02042.jpg,41.29,50.71,49.29,41.33,46.57,42.86
02043.jpg,35,46,48.14,43.14,34.71,26.29
02044.jpg,36,42.5,48,42.75,29.57,38.38
02045.jpg,35,40,46.86,37.71,36.14,27.86
02046.jpg,42.29,49.5,51.43,37.57,39.29,46
02047.jpg,31.29,49.29,59.67,48.14,38,20.71
02048.jpg,24.71,42.14,52.14,42.86,26.43,11.17
02049.jpg,64.71,59.71,64.29,59,60.14,65.86
02050.jpg,26.25,52.63,52.5,45.63,25.57,15.5
02051.jpg,20.63,30.88,39.88,28.63,13.71,14.88
02052.jpg,24,24.5,34,31.25,21.88,19.88
02053.jpg,76.14,73,82.29,76.86,76.71,81.71
02054.jpg,50.13,50.13,50.63,53.88,42.38,59.38
02055.jpg,57,53.63,65.5,58,54,63.5
02056.jpg,44.29,46.14,60.14,52,36.86,43.43
02057.jpg,51.57,55.71,59.14,54.14,47.71,55
02058.jpg,32.13,33.25,43.88,31.71,32.5,35.25
02059.jpg,16,22.75,35.5,24.75,20.29,14.25
02060.jpg,57.13,57.75,65.75,61,52,59.63
02061.jpg,57.63,65.71,63.38,59.63,48.5,61.5
02062.jpg,54.86,49.14,58,50,54.86,60.43
02063.jpg,27.71,50.57,50,42,32.43,17.17
02064.jpg,33,41.14,50.57,38,33.29,29.14
02065.jpg,62.43,66.71,63.71,66.57,58.71,57.71
02066.jpg,20.43,12,29.14,14.43,26.14,22.57
02067.jpg,38.57,36.14,38.43,36.29,37.57,47.14
02068.jpg,35.71,39.29,47.86,42.86,34.14,26.29
02069.jpg,58.88,57.25,61.75,56.5,60.75,64.13
02070.jpg,62.38,66.13,65.5,62.25,59,58.75
02071.jpg,74.71,63,68.13,64.88,62.38,80.14
02072.jpg,66.29,70.33,66.29,65.14,61.57,71.71
02073.jpg,53.71,50.86,60,52.57,51.29,60.14
02074.jpg,61.86,58.14,59.57,71.5,57.71,79.67
02075.jpg,37.63,49.63,51,47.38,37.25,26.25
02076.jpg,48.43,43.71,54,48.14,51.14,54.71
02077.jpg,35.14,50,49.14,47.14,28.71,16
02078.jpg,38.57,34,48.71,35.14,45.86,38
02079.jpg,55.88,53.25,56.63,53.25,60.63,58.25
02080.jpg,49.86,52,65,54,48,47.43
02081.jpg,34.88,44.63,55.13,47.38,37.38,24
02082.jpg,62.25,60,73.43,65.75,64.38,62.88
02083.jpg,41.29,50.71,58.17,52.43,45.71,34.71
02084.jpg,37.75,49.13,55,47.75,41.75,32.38
02085.jpg,72.63,71.75,81,75.88,77.71,82.14
02086.jpg,74.56,70,77.11,73.44,65.56,76.75
02087.jpg,53.5,46.88,65.25,57.88,57.63,59.88
02088.jpg,43.22,37.67,54.5,44.11,37.67,25.89
02089.jpg,46.43,46.57,54.14,50.86,40.43,45.71
02090.jpg,71.13,62.44,69.89,65,72,66.44
02091.jpg,53.75,45.13,59.38,51.38,61.25,62
02092.jpg,23.56,12.78,32.33,24.78,31.44,25.56
02093.jpg,23.71,20.38,36.25,27.63,19,11.5
02094.jpg,59.75,56.25,56.5,58,58.25,62
02095.jpg,24,17.13,29.25,30,32,37.38
02096.jpg,66.43,59.57,64.14,62.57,75.33,67.29
02097.jpg,24,32.57,38.43,25.14,20,18.57
02098.jpg,24,23.71,37.57,24.29,23,19.71
02099.jpg,40.25,31,46.13,34,45.5,44
02100.jpg,17.86,27.14,34.43,29.57,20.43,15.71
02101.jpg,37.5,56.87,56.71,53.8,41.71,17.5
02102.jpg,27.71,34.93,33.27,34.85,28.07,20.43
02103.jpg,15.21,33.06,38.63,33.94,37.27,10.67
02104.jpg,44.5,35.8,45.6,43.67,42.87,38.43
02105.jpg,27.08,55.79,47.07,44.13,35.53,14.43
02106.jpg,43.67,60.19,60.56,56.31,37.06,26.27
02107.jpg,81.87,78.19,82.13,78.93,75.56,75.87
02108.jpg,79.43,75.07,78.8,75.67,75,77.46
02109.jpg,17.64,31.2,27.53,23.8,33.6,16.64
02110.jpg,73.4,69.69,69.31,72.69,69.67,73.07
02111.jpg,29.62,55,54.33,53.13,48.87,19.64
02112.jpg,56.71,65.47,67.87,68.6,57.73,49.29
02113.jpg,26,48.86,48.93,43.14,41.21,15.31
02114.jpg,37.23,62.64,61.64,55.62,46.08,26.46
02115.jpg,41.06,47.06,50.53,49.53,36.06,27.31
02116.jpg,30.71,58.53,52.29,50.87,45.64,15.57
02117.jpg,54.62,43.54,50.38,59.36,57.31,60.83
02118.jpg,60.57,46.6,53.27,60.13,55.2,66.79
02119.jpg,63.14,61.6,60.93,62.93,60.47,68.14
02120.jpg,73.31,69.14,70.5,70.86,63.14,72.77
02121.jpg,53.53,51.83,53.24,58.17,48.39,52.41
02122.jpg,61.64,64.67,63.43,72.71,61.87,67.46
02123.jpg,15.17,53.79,37.57,45.15,34.64,6.15
02124.jpg,66.38,72.43,63.8,68.93,63.43,71.54
02125.jpg,16.93,55.64,46.5,55.4,36.47,10.29
02126.jpg,14.25,33.71,36.06,35.41,20.19,7.88
02127.jpg,65.5,67.2,62.07,64.07,53.93,73.71
02128.jpg,77.88,73.06,76.83,76.28,68.22,81.88
02129.jpg,78,77.06,80.56,73.87,71.25,80.33
02130.jpg,22.31,51.71,57.57,50.5,34.64,10.38
02131.jpg,16.59,44.41,39.67,36.94,24.5,8.71
02132.jpg,72.54,74.23,70,71.79,64.21,75.17
02133.jpg,53,37.86,51.27,51.53,62.87,63.21
02134.jpg,74.67,67.44,76.31,72,72.87,74.2
02135.jpg,52.07,52.79,54.53,52.64,41,58.57
02136.jpg,35.46,61.21,56.86,59.69,41.57,23.15
02137.jpg,48.79,45.6,55.27,59.07,35.2,46.31
02138.jpg,39.57,45,48.4,41.27,58.14,50.14
02139.jpg,57.93,55.4,65.13,63.07,59.64,51
02140.jpg,30.54,46.36,52.71,43.29,42.71,16.54
02141.jpg,17.71,31.29,33.87,30.87,32.8,11.29
02142.jpg,49.38,38.5,41.5,50.21,63,65.85
02143.jpg,27.31,52.43,42.29,38.14,37.92,20.62
02144.jpg,33.85,47.43,46.29,48.36,25.54,25.77
02145.jpg,36.69,47,50.47,49.33,38.2,24
02146.jpg,21.85,54.07,50.64,49.43,40.14,12.46
02147.jpg,25.69,47.64,48.43,46.93,34.07,17.92
02148.jpg,63.31,55.5,68.79,67.85,71.93,75.08
02149.jpg,28.08,53.07,50.21,54.79,36.5,19.46
02150.jpg,28.75,52.39,44.06,49.56,42.67,15.53
02151.jpg,54.93,45.29,48.07,51.29,51.47,54.29
02152.jpg,44.46,43.57,44.5,47.57,40.77,42.77
02153.jpg,71.67,69.57,66.07,73.07,66.07,67.15
02154.jpg,81.47,78.06,80.81,74,65.94,74.4
02155.jpg,83.29,74.93,79.64,75.27,78.13,78.64
02156.jpg,62.4,65.07,59.94,57.06,64.64,61.67
02157.jpg,17.92,48.36,49.5,45.86,32.62,12.69
02158.jpg,66.69,66.57,70,67.14,63.5,70.69
02159.jpg,35.36,52.73,48.14,53.53,38.21,23.71
02160.jpg,69,61.29,67.79,72.5,65.93,71.15
02161.jpg,34.31,46.21,45.5,47.36,37.36,23.62
02162.jpg,37.47,52.89,46.5,47.67,34.22,33.35
02163.jpg,37.38,63.64,61.57,62.5,57.29,31.85
02164.jpg,20.92,29.69,35.08,39.77,16.17,21.33
02165.jpg,71.42,65.71,66.29,59.23,65.71,75.77
02166.jpg,41.85,44.54,41,46.79,46.07,38.69
02167.jpg,73.71,63.57,74.47,69.2,68.67,75.38
02168.jpg,74.92,75.43,73.71,71.08,68.5,72.08
02169.jpg,65.17,54.54,63.85,62.77,69.38,73.33
02170.jpg,77.75,74.77,76.23,75.31,65,80.33
02171.jpg,68.43,65.43,70.86,71.14,65.43,71.71
02172.jpg,64.5,67.83,67.5,71,60.33,65.67
02173.jpg,58,46.71,53.14,58,56.86,55.57
02174.jpg,53.83,51.5,48,51.17,49.5,54.67
02175.jpg,38.33,60.33,63.17,39.83,47.5,28.33
